Nom du produit;N° Permis;Etat d’autorisation;Détenteur PCP;Produit de référence français;N° AMM de référence français;Nom du produit importé;N° AMM du produit importé;Etat Membre d'origine;Mentions d'étiquetage;
ERYANE 500 SC;2170912;AUTORISE;SAGA SAS;SARI PLUS;2140188;VISION PLUS;AMM n° 15566;Italie;Selon le produit de référence français;
CAZPIRABO;2170401;AUTORISE;M. CAZORLA S.L;BELLIS;2080070;BELLIS;AMM n° 036PC/27.02.2014;Roumanie;Selon le produit de référence français;
DANFAGRIGEL;2170581;AUTORISE;M. CAZORLA S.L;COMPIL;2130068;LEGATO 500 SC;AMM n° R-165/2015;Pologne;Selon le produit de référence français;
LUNA EXPERIENCE 400 SC;2170770;AUTORISE;UNISEM S.A;LUNA EXPERIENCE;2160008;LUNA EXPERIENCE 400 SC;AMM n° R89/2015;Pologne;Selon le produit de référence français;
GRADOL;2170831;AUTORISE;GRITCHE;GRATIL;9000259;GRODYL;AMM n° 0097H/13;Lituanie;Selon le produit de référence français;
REBOOT PIMP;2170594;AUTORISE;UNISEM S.A;REBOOT;2140126;REBOOT;AMM n° 10484 P/B;Belgique;Selon le produit de référence français;
RAMANA;2180375;AUTORISE;GRITCHE;SPRINGBOK;2090112;SPRINGBOK;AMM n° R-72/2016;Pologne;Selon le produit de référence français;
RAMANA;2180375;AUTORISE;GRITCHE;SPRINGBOK;2090112;BUTISAN DUO 400 EC;AMM n° R-7/2017;Pologne;Selon le produit de référence français;
RAMANA;2180375;AUTORISE;GRITCHE;SPRINGBOK;2090112;BUTISAN KOMBI;AMM n° AS2-2H/2014;Lituanie;Selon le produit de référence français;
RAMANA;2180375;AUTORISE;GRITCHE;SPRINGBOK;2090112;SPRINGBOK;AMM n° R-61/2017;Pologne;Selon le produit de référence français;
MAKUTA;2170742;AUTORISE;PSI (UK) LTD;PAJO;2140127;REBOOT 66 WG;AMM n° R-164/2015;Pologne;Selon le produit de référence français;
MAKUTA;2170742;AUTORISE;PSI (UK) LTD;PAJO;2140127;REBOOT;AMM n° 10484 P/B;Belgique;Selon le produit de référence français;
ZINZOLIN;2160129;AUTORISE;UNISEM S.A;LIBRAX;2140173;LIBRAX;AMM n° 04968;Irlande;Selon le produit de référence français;
BANANA-GOLD;2050131;RETIRE;LANDGOLD & CO LTD;TILT 250;8200216;TILT 25 EC;AMM n° 5755;Italie;Selon le produit de référence français;
GERONIMO;2140012;RETIRE;HMWC SAS;CHEROKEE;2110177;CHEROKEE;AMM n° M13251;Royaume-Uni;Selon le produit de référence français;
TRIHOREE;2130120;RETIRE;SAGA SAS;CHEROKEE;2110177;CHEROKEE;AMM n° M13251;Royaume-Uni;Selon le produit de référence français;
TRIHOREE;2130120;RETIRE;SAGA SAS;CHEROKEE;2110177;CHEROKEE SE;AMM n° 01316-PPP-1/01.07.2015;Bulgarie;Selon le produit de référence français;
IROQUOI+;2171237;RETIRE;PHYTO SERVICE S.A.S.;CHEROKEE;2110177;CHEROKEE;AMM n° 9698 P/B;Belgique;Selon le produit de référence français;
TIPI;2140070;RETIRE;GRITCHE;CHEROKEE;2110177;CHEROKEE;AMM n° M13251;Royaume-Uni;Selon le produit de référence français;
RUTSHURU;2170901;RETIRE;EUROFYTO NV;RUBRIC;2120093;RUBRIC 125 SC;AMM n° R-126/2013;Pologne;Selon le produit de référence français;
RUTSHURU;2170901;RETIRE;EUROFYTO NV;RUBRIC;2120093;REKORD 125 SC;AMM n° R-56/2014;Pologne;Selon le produit de référence français;
RUTSHURU;2170901;RETIRE;EUROFYTO NV;RUBRIC;2120093;RUBRIC;AMM n° M 14118;Royaume-Uni;Selon le produit de référence français;
BOOSTOP;2150896;RETIRE;TOP SAS;BETANAL BOOSTER;2010349;BETANAL ELITE;AMM n° 9453 P/B;Belgique;Selon le produit de référence français;
RESPRO;2170733;RETIRE;GRITCHE;REFERENCE PROGRESS;2010025;BETANAL EXPERT;AMM n° 11533 N;Pays-Bas;Selon le produit de référence français;
SCOOTER;2180501;RETIRE;H.M.W.C;BETANAL BOOSTER;2010349;BETANAL EXPERT;AMM n° 0113H/09;Lituanie;Selon le produit de référence français;
TRIPLE 60;2180129;RETIRE;TOP SAS;CONQUEROR;2160916;BEETUP TRIO SC;AMM n° 10503P/B;Belgique;Selon le produit de référence français;
EROLD  DELTA;2190855;AUTORISE;TOP SAS;BATTLE DELTA;2171054;BATTLE DELTA 600 SC;AMM n° R-144/2016;Pologne;Selon le produit de référence français;
ASTROLABE +;2190306;AUTORISE;PHYTO SERVICE S.A.S.;BATTLE DELTA;2171054;BATTLE DELTA;AMM n° 253PC/19.12.2016;Roumanie;Selon le produit de référence français;
ASTROLABE +;2190306;AUTORISE;PHYTO SERVICE S.A.S.;BATTLE DELTA;2171054;BATTLE DELTA;AMM n° 16-11-1798;Slovaquie;Selon le produit de référence français;
RINAM;2100048;AUTORISE;RIVALE;FROWNCIDE;9100636;OHAYO;AMM n° 23139;Espagne;Selon le produit de référence français;
GANADERIA;2040112;RETIRE;PERRET SA;LONDAX;8900338;;;;;
HALLMARK AVEC ZEON;2020501;RETIRE;UNION INVIVO;KARATE AVEC TECHNOLOGIE ZEON;9800336;;;;;
ILIUM 350;2120010;RETIRE;TRIASEM;CRUISER 350;2090190;CRUISER 350 FS;AMM n° 20229/14.12.1999;Roumanie;Selon le produit de référence français;
LANNION;2030230;RETIRE;EUROFYTO NV;KARATE AVEC TECHNOLOGIE ZEON;9800336;;;;;
WIPOX;2120095;AUTORISE;TRIASEM;AXIAL PRATIC;2100138;AXIAL 050 EC;AMM n° 2748;Roumanie;Selon le produit de référence français;
KURTALAN;2200338;AUTORISE;UNISEM S.A;CYFLODIUM;2130067;CIDELY;AMM n° 15449;Italie;Selon le produit de référence français;
EXTRALIM+;2030192;AUTORISE;PHYTO SERVICE S.A.S.;HELITOX QDX;2020234;ESCALIM;AMM n° 005245;Italie;Selon le produit de référence français;
BICARBENAT 85;2170461;AUTORISE;M. CAZORLA S.L;ARMICARB;2110059;KARMA 85;AMM n° 15574;Italie;Selon le produit de référence français;
JAVELOT+;2030409;AUTORISE;PHYTO SERVICE S.A.S.;MODDUS;9100046;MODDUS;AMM n° 024212-00;Allemagne;Selon le produit de référence français;
UNISPEED+;2040048;AUTORISE;PHYTO SERVICE S.A.S.;ALLIE EXPRESS;9600197;ARTUS;AMM n° 024602-00;Allemagne;Selon le produit de référence français;
UNISPEED+;2040048;AUTORISE;PHYTO SERVICE S.A.S.;ALLIE EXPRESS;9600197;ALLIE EXPRESS;AMM n° 9003 /B;Belgique;Selon le produit de référence français;
METAGOLD;2030450;RETIRE;LANDGOLD & CO LTD;ALLIE;8400255;ALLIE;AMM n° 9450/B;Belgique;Selon le produit de référence français;
PERSPECTIVE;2030139;RETIRE;PHYTHERON 2000;HORIZON EW;9200078;;;;;
SL 950;2030104;RETIRE;EUROFYTO NV;MILAGRO;9100438;;;;;
SOLFRAN JET;2020249;RETIRE;AGRI CHEM SARL;THIOVIT JET MICROBILLES;2000018;;;;;
SOPRANO;2030129;RETIRE;EURL HERMOUET GUY;OPERA;2000333;;;;;
TOPALURON;2030088;RETIRE;TOP SAS;ALLIE;8400255;;;;;
CAZOLENDO;2120183;AUTORISE;M. CAZORLA S.L;TALENDO;2090001;TALENDO;AMM n° 12106;Italie;Selon le produit de référence français;
CAZOLENDO;2120183;AUTORISE;M. CAZORLA S.L;TALENDO;2090001;TALENDO;AMM n° 24.625;Espagne;Selon le produit de référence français;
DIKOAT;2110037;RETIRE;TOP SAS;REGLONE 2;7700078;REGLONE;AMM n° 5028700;Allemagne;Selon le produit de référence français;
DIKOAT LINE;2110127;RETIRE;TOP SAS;SUPER MISSION;2100115;MISSION;AMM n° 13411;Royaume-Uni;Selon le produit de référence français;
GRAMIS;2161068;AUTORISE;GRITCHE;ELUMIS;2100111;ELUMIS;AMM n° 02.5/1495/5/2008 - MgSzHK;Hongrie;Selon le produit de référence français;
GRAMIS;2161068;AUTORISE;GRITCHE;ELUMIS;2100111;ELUMIS;AMM n° 006960-00;Allemagne;Selon le produit de référence français;
GRAMIS;2161068;AUTORISE;GRITCHE;ELUMIS;2100111;ELUMIS;AMM n° UP/I-320-20/11-01/1;Croatie;Selon le produit de référence français;
GRAMIS;2161068;AUTORISE;GRITCHE;ELUMIS;2100111;ELUMIS 105 OD;AMM n° AS2-12H(2018);Lituanie;Selon le produit de référence français;
BIROME;2200103;AUTORISE;GRITCHE;CORUM;2120120;CORUM;AMM n° 14884;Italie;Selon le produit de référence français;
CAJON 250 EC;2200332;AUTORISE;GRITCHE;PROTENDO 250 EC;2190395;PROTENDO 250 EC;AMM n° 06251;Irlande;Selon le produit de référence français;
FENACET 600;2200019;AUTORISE;TOP SAS;GLOSSET 600 SC;2190149;GLOSSET 600 SC;AMM n° 16695;Italie;Selon le produit de référence français;
FEOLBENE6;2160549;AUTORISE;M. CAZORLA S.L;FANTIC F WG;2080063;CAPRI F;AMM n° 24.568;Espagne;Selon le produit de référence français;
MEPHISTO;2220274;AUTORISE;CLAYTON PLANT PROTECTION LTD;CALLISTO;9900047;CALLISTO;AMM n° 02587;Irlande;Selon le produit de référence français;
PROTIOGEN;2200991;AUTORISE;TOP SAS;PROTENDO 250 EC;2190395;PROTENDO 250 EC;AMM n° 10930 P/B;Belgique;Selon le produit de référence français;
MYTING SL;2190971;AUTORISE;SAGA SAS;CORUM;2120120;CORUM;AMM n° 14884;Italie;Selon le produit de référence français;
AMISTAR OPTI PIMP;2170909;RETIRE;PSI (UK) LTD;AMISTAR OPTI;2100179;AMISTAR OPTI;AMM n° 005748-00;Allemagne;Selon le produit de référence français;
SOLATOP;2200108;AUTORISE;TOP SAS;ELATUS PLUS;2160617;ELATUS PLUS;AMM n° 16385;Italie;Selon le produit de référence français;
SOLATOP;2200108;AUTORISE;TOP SAS;ELATUS PLUS;2160617;ELATUS PLUS;AMM n° R-199/2017;Pologne;Selon le produit de référence français;
SWITCH PIMP;2200443;AUTORISE;UNISEM S.A;SWITCH;9500568;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
TOPSTAR;2030083;RETIRE;TOP SAS;TOMIGAN 20;9900412;;;;;
VERA NIKO;2030395;RETIRE;CERA CHEM S.A.R.L.;MILAGRO;9100438;;;;;
VITHIOSOUFRE IMPORT;2020244;RETIRE;ALSA HUMUS;THIOVIT JET MICROBILLES;2000018;;;;;
ZIDAN;2020422;RETIRE;CERA CHEM S.A.R.L.;OPUS;9200018;;;;;
CAZOLORD;2130257;RETIRE;M. CAZORLA S.L;MILORD;9900133;MILORD;AMM n° 25.172;Espagne;Selon le produit de référence français;
EASY SC;2150299;RETIRE;SAGA SAS;RUBRIC;2120093;RUBRIC 125 SC;AMM n° R-126/2013;Pologne;Selon le produit de référence français;
ELOIM STAR;2160977;RETIRE;GRITCHE;OSIRIS STAR;2140088;OSIRIS STAR;AMM n° AS2-17F/2014;Lituanie;Selon le produit de référence français;
BICOPPER 280 WG;2210347;AUTORISE;SAGA SAS;CUPROCOL DUO;2180670;COPRANTOL DUO;AMM n° 15250;Italie;Selon le produit de référence français;
CAZODEF;2150063;AUTORISE;M. CAZORLA S.L;DEFI;8700462;AUROS;AMM n° 18087;Espagne;Selon le produit de référence français;
GLIZORLA 45%;2150374;RETIRE;M. CAZORLA S.L;GLYFOS SUPER;2080092;ACCELERATOR;AMM n° 24.703;Espagne;Selon le produit de référence français;
CALINDO;2150090;RETIRE;M. CAZORLA S.L;VOLIAM FLEXI;2120214;LUZINDO;AMM n° 14807;Italie;Selon le produit de référence français;
ALTIUM DG;2160418;RETIRE;SAGA SAS;VOLIAM FLEXI;2120214;LUZINDO;AMM n° 14807;Italie;Selon le produit de référence français;
CANIFRUIT;2150719;AUTORISE;AGRI CANIGOU SARL;BREVIS;2150002;BREVIS;AMM n° 16084;Italie;Selon le produit de référence français;
ISOMATE TP MAX;2160974;AUTORISE;AGROTECHNICO DI CAVAGNERO GUIDO & C. SNC;ISOMATE-CLR;2150175;ISOMATE CLR;AMM n° 11550;Italie;Selon le produit de référence français;
ABAMEX;2020368;RETIRE;O. ENDRES C/O MAC-GMBH;HORTIMEC;8500174;;;;;
ALUZINE;2030313;RETIRE;AL'TECH SARL;BRETTEUR;9800106;;;;;
BUDGET PROPAMOCARBE;2020126;RETIRE;AGROTRADE B.V.;PROPLANT;9500199;;;;;
IMAGO;2120124;AUTORISE;GRITCHE;ISONET LE;2120030;ISONET LE;AMM n° 12835;Italie;Selon le produit de référence français;
ISOMATE C TT;2040121;AUTORISE;BIOTERRA DI PASCHIERO PAOLA & C.SNC;GINKO;2000536;ISOMATE C TT;AMM n° 11552;Italie;Selon le produit de référence français;
ERATHUS EC;2200297;AUTORISE;SAGA SAS;ELATUS ERA;2160959;ELATUS ERA;AMM n° 1536-1/05.02.2018;Bulgarie;Selon le produit de référence français;
BUDGET SILTHIOFAM;2040124;RETIRE;AGROTRADE B.V.;LATITUDE;2000201;;;;;
CHAMBELLAN;2030130;RETIRE;PHYTO-SEM;OPERA;2000333;;;;;
GABRIAC;2030381;RETIRE;PHYTO-SEM;AMISTAR;9600093;;;;;
TECHMITRON;2020408;RETIRE;AGROTECH TRADING GMBH;MARQUIS;9700343;;;;;
TOP 500;2030452;RETIRE;TOP SAS;OPERA;2000333;;;;;
TOPNICO;2030203;RETIRE;TOP SAS;MILAGRO;9100438;;;;;
TRIBUN GOLD;2040100;RETIRE;LANDGOLD & CO LTD;CAMEO;8800567;;;;;
UTOLE;2040039;RETIRE;PHYTHERON 2000;MERLIN;9600541;;;;;
VELBAN;2040068;RETIRE;ARMBRUSTER FRERES SA;BANVEL 4 S;8400096;;;;;
STOP OIDIUM;2200012;AUTORISE;TOP SAS;NISSODIUM;2090157;NISSODIUM;AMM n° 9468 P/B;Belgique;Selon le produit de référence français;
STOP OIDIUM;2200012;AUTORISE;TOP SAS;NISSODIUM;2090157;CIDELY;AMM n° 15449;Italie;Selon le produit de référence français;
PYRETRETIO;2150759;AUTORISE;M. CAZORLA S.L;PYREVERT;2080038;BIOPIREN PLUS;AMM n° 10588;Italie;Selon le produit de référence français;
CLAYTON SIMULE;2200334;AUTORISE;CLAYTON PLANT PROTECTION LTD;ELUMIS;2100111;ELUMIS OD;AMM n° 01151-PPP-2/25.10.2013;Bulgarie;Selon le produit de référence français;
IDEAL PRO +;2170842;AUTORISE;PHYTO SERVICE S.A.S.;ATLANTIS PRO;2140257;ATLANTIS PRO;AMM n° 13700;Italie;Selon le produit de référence français;
DIFTONG;2170911;AUTORISE;UNISEM S.A;DIFCOR 250 EC;2060002;DIFCOR 250;AMM n° 12489;Italie;Selon le produit de référence français;
DIFTONG;2170911;AUTORISE;UNISEM S.A;DIFCOR 250 EC;2060002;NARITA;AMM n° 10297 P/B;Belgique;Selon le produit de référence français;
DEUZIO;2170196;RETIRE;GRITCHE;MAREDO;2120207;CORTEZ;AMM n° M16280;Royaume-Uni;Selon le produit de référence français;
BENTATOP;2150060;RETIRE;TOP SAS;TROY 480;2140076;TROY 480;AMM n° 13386N;Pays-Bas;Selon le produit de référence français;
BENTATOP;2150060;RETIRE;TOP SAS;TROY 480;2140076;TROY 480;AMM n° 10175P/B;Belgique;Selon le produit de référence français;
DEVISE+;2040041;RETIRE;PHYTO SERVICE S.A.S.;CAMBIO;9800477;CAMBIO;AMM n° 10633;Italie;Selon le produit de référence français;
KAPPA;2150225;RETIRE;AGRILEADER;CAMBIO;9800477;CAMBIO;AMM n° 1831/19.05.1998;Roumanie;Selon le produit de référence français;
MEZATENA;2070044;RETIRE;PHYTHERON 2000;CAMBIO;9800477;CAMBIO;AMM n° 10633;Italie;Selon le produit de référence français;
DONYDIA SC;2200720;AUTORISE;SAGA SAS;SYLLIT 544 SC;2160756;SYLLIT 544 SC;AMM n° R-246/2017;Pologne;Selon le produit de référence français;
CAZSUOLIE;2150769;AUTORISE;M. CAZORLA S.L;SYNEÏS APPÂT;2060130;SPINTOR-CEBO;AMM n° 23.808;Espagne;Selon le produit de référence français;
RAMENA;2100171;RETIRE;TOP SAS;MENARA;2060114;MENARA;AMM n° 13035;Royaume-Uni;Selon le produit de référence français;
TOP T1;2130196;RETIRE;TOP SAS;CHEROKEE;2110177;CHEROKEE;AMM n° M13251;Royaume-Uni;Selon le produit de référence français;
BETCUR;2160907;RETIRE;TOP SAS;DIFURE PRO;2140248;DIFURE PRO;AMM n° 10356 P/B;Belgique;Selon le produit de référence français;
QUIZELCO 50 EC;2190486;AUTORISE;PHYBELCO SPRL;PILOT;9500040;TARGA SUPER;AMM n° 034060-00;Allemagne;Selon le produit de référence français;
RACAZELIU;2150641;AUTORISE;M. CAZORLA S.L;SIGNUM;2060084;ARAGON;AMM n° 15845;Italie;Selon le produit de référence français;
RACAZELIU;2150641;AUTORISE;M. CAZORLA S.L;SIGNUM;2060084;SIGNUM;AMM n° 12869;Italie;Selon le produit de référence français;
PYRAXAD EC;2190736;AUTORISE;SAGA SAS;PRIAXOR EC;2161101;PRIAXOR EC;AMM n° R-46/2016;Pologne;Selon le produit de référence français;
LENACIL+;2020420;AUTORISE;PHYTO SERVICE S.A.S.;LENAZAR;2000447;LENAZAR WP;AMM n° 9250;Belgique;Selon le produit de référence français;
TRITIPHERON;2130020;AUTORISE;PHYTHERON 2000;NIMBLE;2110072;NIMBLE;AMM n° 15063;Italie;Selon le produit de référence français;
CLAYTON GEAR;2200442;AUTORISE;CLAYTON PLANT PROTECTION LTD;SWITCH;9500568;SWITCH;AMM n° 9578;Italie;Selon le produit de référence français;
GRASONORBI;2190357;AUTORISE;M. CAZORLA S.L;FLiPPER;2160527;RELEVANT;AMM n° ES-00249;Espagne;Selon le produit de référence français;
EGILODAN;2200511;AUTORISE;UNISEM S.A;AGIL;8800199;AGIL 100 EC;AMM n° AS2-35H/2015;Lituanie;Selon le produit de référence français;
CLINIC UP 360 P;2190349;RETIRE;NUFARM S.A.S.;GALLUP SUPER 360;2090160;CLINIC UP;AMM n° 10544 P/B;Belgique;Selon le produit de référence français;
DEFENSA PRO;2190455;RETIRE;MONSANTO SAS;BARCLAY GALLUP SUPER 360;2090160;MONOSATE G;AMM n° 10463 P/B;Belgique;Selon le produit de référence français;
GLIDANIET-36;2160944;RETIRE;M. CAZORLA S.L;BARBARIAN SUPER 360;2090141;BUGGY GREEN;AMM n° 25.728;Espagne;Selon le produit de référence français;
ALLICAN;2150358;AUTORISE;AGRI CANIGOU SARL;ALIAL;2130201;ALIAL 80 WG;AMM n° 25501;Espagne;Selon le produit de référence français;
FLEXIL;2190328;AUTORISE;GRITCHE;AGIL;8800199;AGIL 100 EC;AMM n° AS2-35H/2015;Lituanie;Selon le produit de référence français;
CAOXISTE9;2180689;AUTORISE;M. CAZORLA S.L;LEGADO;2161016;LEGADO;AMM n° ES-00269;Espagne;Selon le produit de référence français;
NUPRID 600 FS IMIDACLOPRID;2160513;RETIRE;PSI (UK) LTD;NUPRID 600 FS;2150280;NUPRID 600 FS;AMM n° R-76/2015;Pologne;Selon le produit de référence français;
NUPRID AL 600 FS;2170397;RETIRE;PSI (UK) LTD;NUPRID 600 FS;2150280;NUPRID AL 600 FS;AMM n° 2352/19.12.2006;Roumanie;Selon le produit de référence français;
NUPRID AL 600 FS;2170397;RETIRE;PSI (UK) LTD;NUPRID 600 FS;2150280;NUPRID AL 600 FS;AMM n° 2352/19.12.2006;Roumanie;Selon le produit de référence français;
INFINITO PIMP;2170433;AUTORISE;UNISEM S.A;INFINITO;2090136;INFINITO;AMM n° 12927 N;Pays-Bas;Selon le produit de référence français;
INFINITO PIMP;2170433;AUTORISE;UNISEM S.A;INFINITO;2090136;INFINITO;AMM n° 9650 P/B;Belgique;Selon le produit de référence français;
BELEM PRO;2200590;AUTORISE;UNISEM S.A;BELEM 0,8 MG;2090050;BELEM PRO;AMM n° 17326;Italie;Selon le produit de référence français;
CAROMAIT;2200510;AUTORISE;M. CAZORLA S.L;ROMEO;2170654;ROMEO;AMM n° 17058;Italie;Selon le produit de référence français;
ELATUS ERA PIMP;2170841;AUTORISE;PSI (UK) LTD;ELATUS ERA;2160959;ELATUS ERA;AMM n° 008406-00;Allemagne;Selon le produit de référence français;
ELATUS ERA PIMP;2170841;AUTORISE;PSI (UK) LTD;ELATUS ERA;2160959;ELATUS ERA;AMM n° 0552;Lettonie;Selon le produit de référence français;
ELATUS ERA PIMP;2170841;AUTORISE;PSI (UK) LTD;ELATUS ERA;2160959;ELATUS ERA;AMM n° 0674/08.05.17;Estonie;Selon le produit de référence français;
LENGE;2110123;AUTORISE;RIVALE;CHALLENGE 600;8600243;CHALLENGE;AMM n° 8184;Italie;Selon le produit de référence français;
NAZOL 25 EC;2110058;AUTORISE;AGRI CANIGOU SARL;SCORE;8800841;SCORE 25 EC;AMM n° 18767/13;Espagne;Selon le produit de référence français;
KLYSTRON;2150393;AUTORISE;PSI (UK) LTD;CENTURION R;9900115;SELECT SUPER 120 EC;AMM n° 348/01.12.2005;Bulgarie;Selon le produit de référence français;
HERCLO 1;2190484;AUTORISE;GRITCHE;CENTIUM 36 CS;2000299;COMMAND 36 CS;AMM n° 12-11-1251;Slovaquie;Selon le produit de référence français;
FLOIDANI50;2200886;AUTORISE;M. CAZORLA S.L;TEPPEKI;2050046;TEPPEKI;AMM n° 24526;Espagne;Selon le produit de référence français;
CERVITIS;2200142;AUTORISE;SORALYS SAS;ROMEO;2170654;ROMEO;AMM n° 17058;Italie;Selon le produit de référence français;
CORBO TS;2060065;RETIRE;TRIASEM;GUSTAFSON 42 S;9200548;ROYAL FLO;AMM n° 2060065;Espagne;Selon le produit de référence français;
CORBO TS;2060065;RETIRE;TRIASEM;GUSTAFSON 42 S;9200548;ROVRAL FLO;AMM n° 2060065;Slovaquie;Selon le produit de référence français;
CORBO TS;2060065;RETIRE;TRIASEM;GUSTAFSON 42 S;9200548;THIRAFLO;AMM n° 2060065;Royaume-Uni;Selon le produit de référence français;
CORBO TS;2060065;RETIRE;TRIASEM;GUSTAFSON 42 S;9200548;CORBO TS;AMM n° 2060065;Royaume-Uni;Selon le produit de référence français;
THIRAZO;2150638;RETIRE;M. CAZORLA S.L;POMARSOL ULTRA DISPERSIBLE;8500455;POMARSOL 80 WG;AMM n° 13167;Italie;Selon le produit de référence français;
GEETAZEITA;2120100;AUTORISE;M. CAZORLA S.L;AFFIRM;2100231;AFFIRM;AMM n° 13389;Italie;Selon le produit de référence français;
MIFOS;2140089;AUTORISE;GRITCHE;LBG-01F34;2100041;CENTURY SL;AMM n° 16161;Italie;Selon le produit de référence français;
MIFOS;2140089;AUTORISE;GRITCHE;LBG-01F34;2100041;LBG-01F34;AMM n° 15008;Italie;Selon le produit de référence français;
MIFOS;2140089;AUTORISE;GRITCHE;LBG-01F34;2100041;CENTURY PRO;AMM n° 16657;Italie;Selon le produit de référence français;
HERFLU;2190936;AUTORISE;GRITCHE;GLOSSET 600 SC;2190149;GLOSSET 600 SC;AMM n° R-159/2018;Pologne;Selon le produit de référence français;
FENEW;2190954;AUTORISE;GRITCHE;FENOVA SUPER;2110077;STARPROP;AMM n° 12960;Italie;Selon le produit de référence français;
ROGULE 10 WG;2100243;RETIRE;AGRI CANIGOU SARL;REGALIS;2010632;REGALIS;AMM n° 23.398;Espagne;Selon le produit de référence français;
GARELIS;2130169;RETIRE;GRITCHE COOPERATIVE;REGALIS;2010632;REGALIS;AMM n° 11560;Italie;Selon le produit de référence français;
ELNO;2090194;AUTORISE;GRITCHE;TALENDO;2090001;TALENDO;AMM n° 12106;Italie;Selon le produit de référence français;
ELNO;2090194;AUTORISE;GRITCHE;TALENDO;2090001;TALIUS;AMM n° 025678-00;Allemagne;Selon le produit de référence français;
ROYALIS +;2080001;RETIRE;PHYTO SERVICE S.A.S.;REGALIS;2010632;REGALIS;AMM n° 11560;Italie;Selon le produit de référence français;
YASUR PRO;2160739;AUTORISE;GRITCHE;ATLANTIS PRO;2140257;ATLANTIS OD;AMM n° 13700;Italie;Selon le produit de référence français;
TAUPIDANO;2160950;AUTORISE;M. CAZORLA S.L;ERCOLE;2150483;POINTER GEO;AMM n° ES-00067;Espagne;Selon le produit de référence français;
HONORIS L;2160723;AUTORISE;B.H.S;DEDICATE;2120219;GREEN STAR;AMM n° 04.2/625/1/2012;Hongrie;Selon le produit de référence français;
TRILAN;2160711;AUTORISE;GRITCHE;DELAN WG;9600395;DELAN DF;AMM n° 10001 N;Pays-Bas;Selon le produit de référence français;
TRILAN;2160711;AUTORISE;GRITCHE;DELAN WG;9600395;DELAN 70 WG;AMM n° 12437;Italie;Selon le produit de référence français;
GLYDOR PLUS;2050083;RETIRE;SAGA SAS;BARCLAY GALLUP;9400162;BARCLAY GALLUP 360;AMM n° 2044;Irlande;Selon le produit de référence français;
ACTION 45 F;2160049;AUTORISE;SAGA SAS;PERGADO F PEPITE;2080100;PERGADO F;AMM n° 13637;Italie;Selon le produit de référence français;
FLORASUNETI;2160548;AUTORISE;M. CAZORLA S.L;SARACEN;2140002;FRAGMA;AMM n° ES-00055;Espagne;Selon le produit de référence français;
LYNE;2160978;AUTORISE;GRITCHE;BORDER;2160312;BORDER;AMM n° 15965;Italie;Selon le produit de référence français;
